"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
643,"VOMIT OF PREG NOS-DELIV                    ",643.91,64391
643,"VOMIT OF PG NOS-ANTEPART                   ",643.93,64393
644,"THREAT PREM LABOR-UNSPEC                   ",644,64400
644,"THRT PREM LABOR-ANTEPART                   ",644.03,64403
644,"THREAT LABOR NEC-UNSPEC                    ",644.1,64410
644,"THREAT LABOR NEC-ANTEPAR                   ",644.13,64413
644,"EARLY ONSET DELIV-UNSPEC                   ",644.2,64420
644,"EARLY ONSET DELIVERY-DEL                   ",644.21,64421
645,"PROLONGED PREG-UNSPEC                      ",645,64500
645,"PROLONGED PREG-DELIVERED                   ",645.01,64501
645,"PROLONGED PREG-ANTEPART                    ",645.03,64503
646,"PAPYRACEOUS FETUS-UNSPEC                   ",646,64600
646,"PAPYRACEOUS FETUS-DELIV                    ",646.01,64601
646,"PAPYRACEOUS FET-ANTEPAR                    ",646.03,64603
646,"EDEMA IN PREG-UNSPEC                       ",646.1,64610
646,"EDEMA IN PREG-DELIVERED                    ",646.11,64611
646,"EDEMA IN PREG-DEL W P/P                    ",646.12,64612
646,"EDEMA IN PREG-ANTEPARTUM                   ",646.13,64613
646,"EDEMA IN PREG-POSTPARTUM                   ",646.14,64614
646,"RENAL DIS PREG NOS-UNSP                    ",646.2,64620
646,"RENAL DIS NOS-DELIVERED                    ",646.21,64621
646,"RENAL DIS NOS-DEL W P/P                    ",646.22,64622
646,"RENAL DIS NOS-ANTEPARTUM                   ",646.23,64623
646,"RENAL DIS NOS-POSTPARTUM                   ",646.24,64624
646,"HABITUAL ABORTER-UNSPEC                    ",646.3,64630
646,"HABITUAL ABORTER-DELIVER                   ",646.31,64631
646,"HABITUAL ABORT-ANTEPART                    ",646.33,64633
646,"NEURITIS OF PREG-UNSPEC                    ",646.4,64640
646,"NEURITIS-DELIVERED                         ",646.41,64641
646,"NEURITIS-DELIVERED W P/P                   ",646.42,64642
646,"NEURITIS OF PREG-ANTEPAR                   ",646.43,64643
646,"NEURITIS OF PREG-POSTPAR                   ",646.44,64644
646,"BACTERIURIA PREG-UNSPEC                    ",646.5,64650
646,"ASYM BACTERIURIA-DELIVER                   ",646.51,64651
646,"ASY BACTERURIA-DEL W P/P                   ",646.52,64652
646,"ASY BACTERIURIA-ANTEPART                   ",646.53,64653
646,"ASY BACTERIURIA-POSTPART                   ",646.54,64654
646,"GU INFECT IN PREG-UNSPEC                   ",646.6,64660
646,"GU INFECTION-DELIVERED                     ",646.61,64661
646,"GU INFECTION-DELIV W P/P                   ",646.62,64662
646,"GU INFECTION-ANTEPARTUM                    ",646.63,64663
646,"GU INFECTION-POSTPARTUM                    ",646.64,64664
646,"LIVER DIS IN PREG-UNSPEC                   ",646.7,64670
646,"LIVER DISORDER-DELIVERED                   ",646.71,64671
646,"LIVER DISORDER-ANTEPART                    ",646.73,64673
646,"PREG COMPL NEC-UNSPEC                      ",646.8,64680
646,"PREG COMPL NEC-DELIVERED                   ",646.81,64681
646,"PREG COMPL NEC-DEL W P/P                   ",646.82,64682
646,"PREG COMPL NEC-ANTEPART                    ",646.83,64683
646,"PREG COMPL NEC-POSTPART                    ",646.84,64684
646,"PREG COMPL NOS-UNSPEC                      ",646.9,64690
646,"PREG COMPL NOS-DELIVERED                   ",646.91,64691
646,"PREG COMPL NOS-ANTEPART                    ",646.93,64693
647,"SYPHILIS IN PREG-UNSPEC                    ",647,64700
647,"SYPHILIS-DELIVERED                         ",647.01,64701
647,"SYPHILIS-DELIVERED W P/P                   ",647.02,64702
647,"SYPHILIS-ANTEPARTUM                        ",647.03,64703
647,"SYPHILIS-POSTPARTUM                        ",647.04,64704
647,"GONORRHEA IN PREG-UNSPEC                   ",647.1,64710
647,"GONORRHEA-DELIVERED                        ",647.11,64711
647,"GONORRHEA-DELIVER W P/P                    ",647.12,64712
647,"GONORRHEA-ANTEPARTUM                       ",647.13,64713
647,"GONORRHEA-POSTPARTUM                       ",647.14,64714
647,"OTHER VD IN PREG-UNSPEC                    ",647.2,64720
647,"OTHER VD-DELIVERED                         ",647.21,64721
647,"OTHER VD-DELIVERED W P/P                   ",647.22,64722
647,"OTHER VD-ANTEPARTUM                        ",647.23,64723
647,"OTHER VD-POSTPARTUM                        ",647.24,64724
647,"TB IN PREG-UNSPECIFIED                     ",647.3,64730
647,"TUBERCULOSIS-DELIVERED                     ",647.31,64731
647,"TUBERCULOSIS-DELIV W P/P                   ",647.32,64732
647,"TUBERCULOSIS-ANTEPARTUM                    ",647.33,64733
647,"TUBERCULOSIS-POSTPARTUM                    ",647.34,64734
647,"MALARIA IN PREG-UNSPEC                     ",647.4,64740
647,"MALARIA-DELIVERED                          ",647.41,64741
647,"MALARIA-DELIVERED W P/P                    ",647.42,64742
647,"MALARIA-ANTEPARTUM                         ",647.43,64743
647,"MALARIA-POSTPARTUM                         ",647.44,64744
647,"RUBELLA IN PREG-UNSPEC                     ",647.5,64750
647,"RUBELLA-DELIVERED                          ",647.51,64751
647,"RUBELLA-DELIVERED W P/P                    ",647.52,64752
647,"RUBELLA-ANTEPARTUM                         ",647.53,64753
647,"RUBELLA-POSTPARTUM                         ",647.54,64754
647,"OTH VIRUS IN PREG-UNSPEC                   ",647.6,64760
647,"OTH VIRAL DIS-DELIVERED                    ",647.61,64761
647,"OTH VIRAL DIS-DEL W P/P                    ",647.62,64762
647,"OTH VIRAL DIS-ANTEPARTUM                   ",647.63,64763
647,"OTH VIRAL DIS-POSTPARTUM                   ",647.64,64764
647,"INF DIS IN PREG NEC-UNSP                   ",647.8,64780
647,"INFECT DIS NEC-DELIVERED                   ",647.81,64781
647,"INFECT DIS NEC-DEL W P/P                   ",647.82,64782
647,"INFECT DIS NEC-ANTEPART                    ",647.83,64783
647,"INFECT DIS NEC-POSTPART                    ",647.84,64784
647,"INFECT IN PREG NOS-UNSP                    ",647.9,64790
647,"INFECT NOS-DELIVERED                       ",647.91,64791
647,"INFECT NOS-DELIVER W P/P                   ",647.92,64792
647,"INFECT NOS-ANTEPARTUM                      ",647.93,64793
647,"INFECT NOS-POSTPARTUM                      ",647.94,64794
648,"DIABETES IN PREG-UNSPEC                    ",648,64800
648,"DIABETES-DELIVERED                         ",648.01,64801
648,"DIABETES-DELIVERED W P/P                   ",648.02,64802
648,"DIABETES-ANTEPARTUM                        ",648.03,64803
648,"DIABETES-POSTPARTUM                        ",648.04,64804
648,"THYROID DYSFUN PREG-UNSP                   ",648.1,64810
648,"THYROID DYSFUNC-DELIVER                    ",648.11,64811
648,"THYROID DYSFUN-DEL W P/P                   ",648.12,64812
648,"THYROID DYSFUNC-ANTEPART                   ",648.13,64813
648,"THYROID DYSFUNC-POSTPART                   ",648.14,64814
648,"ANEMIA IN PREG-UNSPEC                      ",648.2,64820
648,"ANEMIA-DELIVERED                           ",648.21,64821
648,"ANEMIA-DELIVERED W P/P                     ",648.22,64822
648,"ANEMIA-ANTEPARTUM                          ",648.23,64823
648,"ANEMIA-POSTPARTUM                          ",648.24,64824
648,"DRUG DEPEND PREG-UNSPEC                    ",648.3,64830
648,"DRUG DEPENDENCE-DELIVER                    ",648.31,64831
648,"DRUG DEPENDEN-DEL W P/P                    ",648.32,64832
648,"DRUG DEPENDENCE-ANTEPART                   ",648.33,64833
648,"DRUG DEPENDENCE-POSTPART                   ",648.34,64834
648,"MENTAL DIS PREG-UNSPEC                     ",648.4,64840
648,"MENTAL DISORDER-DELIVER                    ",648.41,64841
648,"MENTAL DIS-DELIV W P/P                     ",648.42,64842
648,"MENTAL DISORDER-ANTEPART                   ",648.43,64843
648,"MENTAL DISORDER-POSTPART                   ",648.44,64844
648,"CONGEN CV DIS PREG-UNSP                    ",648.5,64850
648,"CONGEN CV DIS-DELIVERED                    ",648.51,64851
648,"CONGEN CV DIS-DEL W P/P                    ",648.52,64852
648,"CONGEN CV DIS-ANTEPARTUM                   ",648.53,64853
648,"CONGEN CV DIS-POSTPARTUM                   ",648.54,64854
648,"CV DIS NEC PREG-UNSPEC                     ",648.6,64860
648,"CV DIS NEC PREG-DELIVER                    ",648.61,64861
648,"CV DIS NEC-DELIVER W P/P                   ",648.62,64862
648,"CV DIS NEC-ANTEPARTUM                      ",648.63,64863
648,"CV DIS NEC-POSTPARTUM                      ",648.64,64864
648,"BONE DISORD IN PREG-UNSP                   ",648.7,64870
648,"BONE DISORDER-DELIVERED                    ",648.71,64871
648,"BONE DISORDER-DEL W P/P                    ",648.72,64872
648,"BONE DISORDER-ANTEPARTUM                   ",648.73,64873
648,"BONE DISORDER-POSTPARTUM                   ",648.74,64874
648,"ABN GLUCOSE IN PREG-UNSP                   ",648.8,64880
648,"ABN GLUCOSE TOLER-DELIV                    ",648.81,64881
648,"ABN GLUCOSE-DELIV W P/P                    ",648.82,64882
648,"ABN GLUCOSE-ANTEPARTUM                     ",648.83,64883
648,"ABN GLUCOSE-POSTPARTUM                     ",648.84,64884
648,"OTH CURR COND PREG-UNSP                    ",648.9,64890
648,"OTH CURR COND-DELIVERED                    ",648.91,64891
648,"OTH CURR COND-DEL W P/P                    ",648.92,64892
648,"OTH CURR COND-ANTEPARTUM                   ",648.93,64893
648,"OTH CURR COND-POSTPARTUM                   ",648.94,64894
650,"NORMAL DELIVERY                            ",650,650
651,"TWIN PREGNANCY-UNSPEC                      ",651,65100
651,"TWIN PREGNANCY-DELIVERED                   ",651.01,65101
651,"TWIN PREGNANCY-ANTEPART                    ",651.03,65103
651,"TRIPLET PREGNANCY-UNSPEC                   ",651.1,65110
651,"TRIPLET PREGNANCY-DELIV                    ",651.11,65111
651,"TRIPLET PREG-ANTEPARTUM                    ",651.13,65113
651,"QUADRUPLET PREG-UNSPEC                     ",651.2,65120
651,"QUADRUPLET PREG-DELIVER                    ",651.21,65121
651,"QUADRUPLET PREG-ANTEPART                   ",651.23,65123
651,"TWIN PREG/FETAL LOSS-NOS                   ",651.3,65130
651,"TWIN PREG/FETAL LOSS-DEL                   ",651.31,65131
651,"TWIN PREG/FET LOSS-ANTEP                   ",651.33,65133
651,"TRPL PREG/FETAL LOSS-NOS                   ",651.4,65140
651,"TRPL PREG/FETAL LOSS-DEL                   ",651.41,65141
651,"TRPL PREG/FET LOSS-ANTEP                   ",651.43,65143
651,"QUAD PREG/FETAL LOSS-NOS                   ",651.5,65150
651,"QUAD PREG/FETAL LOSS-DEL                   ",651.51,65151
651,"QUAD PREG/FET LOSS-ANTEP                   ",651.53,65153
651,"MULT NEC/FETAL LOSS-NOS                    ",651.6,65160
651,"MULT NEC/FETAL LOSS-DEL                    ",651.61,65161
651,"MULT NEC/FETL LOSS-ANTEP                   ",651.63,65163
651,"MULTI GESTAT NEC-UNSPEC                    ",651.8,65180
651,"MULTI GESTAT NEC-DELIVER                   ",651.81,65181
651,"MULTI GEST NEC-ANTEPART                    ",651.83,65183
651,"MULTI GESTAT NOS-UNSPEC                    ",651.9,65190
651,"MULT GESTATION NOS-DELIV                   ",651.91,65191
651,"MULTI GEST NOS-ANTEPART                    ",651.93,65193
652,"UNSTABLE LIE-UNSPECIFIED                   ",652,65200
652,"UNSTABLE LIE-DELIVERED                     ",652.01,65201
652,"UNSTABLE LIE-ANTEPARTUM                    ",652.03,65203
652,"CEPHALIC VERS NOS-UNSPEC                   ",652.1,65210
652,"CEPHALIC VERS NOS-DELIV                    ",652.11,65211
652,"CEPHAL VERS NOS-ANTEPART                   ",652.13,65213
652,"BREECH PRESENTAT-UNSPEC                    ",652.2,65220
652,"BREECH PRESENTAT-DELIVER                   ",652.21,65221
652,"BREECH PRESENT-ANTEPART                    ",652.23,65223
652,"TRANSV/OBLIQ LIE-UNSPEC                    ",652.3,65230
652,"TRANSVER/OBLIQ LIE-DELIV                   ",652.31,65231
652,"TRANSV/OBLIQ LIE-ANTEPAR                   ",652.33,65233
652,"FACE/BROW PRESENT-UNSPEC                   ",652.4,65240
652,"FACE/BROW PRESENT-DELIV                    ",652.41,65241
652,"FACE/BROW PRES-ANTEPART                    ",652.43,65243
652,"HIGH HEAD AT TERM-UNSPEC                   ",652.5,65250
652,"HIGH HEAD AT TERM-DELIV                    ",652.51,65251
652,"HIGH HEAD TERM-ANTEPART                    ",652.53,65253
652,"MULT GEST MALPRESEN-UNSP                   ",652.6,65260
652,"MULT GEST MALPRES-DELIV                    ",652.61,65261
652,"MULT GES MALPRES-ANTEPAR                   ",652.63,65263
652,"PROLAPSED ARM-UNSPEC                       ",652.7,65270
652,"PROLAPSED ARM-DELIVERED                    ",652.71,65271
652,"PROLAPSED ARM-ANTEPART                     ",652.73,65273
652,"MALPOSITION NEC-UNSPEC                     ",652.8,65280
652,"MALPOSITION NEC-DELIVER                    ",652.81,65281
652,"MALPOSITION NEC-ANTEPART                   ",652.83,65283
652,"MALPOSITION NOS-UNSPEC                     ",652.9,65290
652,"MALPOSITION NOS-DELIVER                    ",652.91,65291
652,"MALPOSITION NOS-ANTEPART                   ",652.93,65293
653,"PELVIC DEFORM NOS-UNSPEC                   ",653,65300
653,"PELVIC DEFORM NOS-DELIV                    ",653.01,65301
653,"PELV DEFORM NOS-ANTEPART                   ",653.03,65303
653,"CONTRACT PELV NOS-UNSPEC                   ",653.1,65310
653,"CONTRACT PELV NOS-DELIV                    ",653.11,65311
653,"CONTRAC PELV NOS-ANTEPAR                   ",653.13,65313
653,"INLET CONTRACTION-UNSPEC                   ",653.2,65320
653,"INLET CONTRACTION-DELIV                    ",653.21,65321
653,"INLET CONTRACT-ANTEPART                    ",653.23,65323
653,"OUTLET CONTRACTION-UNSP                    ",653.3,65330
653,"OUTLET CONTRACTION-DELIV                   ",653.31,65331
653,"OUTLET CONTRACT-ANTEPART                   ",653.33,65333
653,"FETOPELV DISPROP-UNSPEC                    ",653.4,65340
653,"FETOPELV DISPROPOR-DELIV                   ",653.41,65341
653,"FETOPEL DISPROP-ANTEPART                   ",653.43,65343
653,"FETAL DISPROP NOS-UNSPEC                   ",653.5,65350
653,"FETAL DISPROP NOS-DELIV                    ",653.51,65351
653,"FETAL DISPRO NOS-ANTEPAR                   ",653.53,65353
653,"HYDROCEPHAL FETUS-UNSPEC                   ",653.6,65360
653,"HYDROCEPH FETUS-DELIVER                    ",653.61,65361
653,"HYDROCEPH FETUS-ANTEPART                   ",653.63,65363
653,"OTH ABN FET DISPROP-UNSP                   ",653.7,65370
653,"OTH ABN FET DISPRO-DELIV                   ",653.71,65371
653,"OTH ABN FET DISPRO-ANTEP                   ",653.73,65373
653,"DISPROPORTION NEC-UNSPEC                   ",653.8,65380
653,"DISPROPORTION NEC-DELIV                    ",653.81,65381
653,"DISPROPOR NEC-ANTEPARTUM                   ",653.83,65383
653,"DISPROPORTION NOS-UNSPEC                   ",653.9,65390
653,"DISPROPORTION NOS-DELIV                    ",653.91,65391
653,"DISPROPOR NOS-ANTEPARTUM                   ",653.93,65393
654,"CONG ABN UTER PREG-UNSP                    ",654,65400
654,"CONGEN ABN UTERUS-DELIV                    ",654.01,65401
654,"CONG ABN UTER-DEL W P/P                    ",654.02,65402
654,"CONGEN ABN UTER-ANTEPART                   ",654.03,65403
654,"CONGEN ABN UTER-POSTPART                   ",654.04,65404
654,"UTER TUMOR IN PREG-UNSP                    ",654.1,65410
654,"UTERINE TUMOR-DELIVERED                    ",654.11,65411
654,"UTERINE TUMOR-DEL W P/P                    ",654.12,65412
654,"UTERINE TUMOR-ANTEPARTUM                   ",654.13,65413
654,"UTERINE TUMOR-POSTPARTUM                   ",654.14,65414
654,"PREV C-SECT NOS-UNSPEC                     ",654.2,65420
654,"PREV C-SECT NOS-DELIVER                    ",654.21,65421
654,"PREV C-SECT NOS-ANTEPART                   ",654.23,65423
654,"RETROVERT UTERUS-UNSPEC                    ",654.3,65430
654,"RETROVERT UTERUS-DELIVER                   ",654.31,65431
654,"RETROVERT UTER-DEL W P/P                   ",654.32,65432
654,"RETROVERT UTER-ANTEPART                    ",654.33,65433
654,"RETROVERT UTER-POSTPART                    ",654.34,65434
654,"ABN GRAV UTERUS NEC-UNSP                   ",654.4,65440
654,"ABN UTERUS NEC-DELIVERED                   ",654.41,65441
654,"ABN UTERUS NEC-DEL W P/P                   ",654.42,65442
654,"ABN UTERUS NEC-ANTEPART                    ",654.43,65443
654,"ABN UTERUS NEC-POSTPART                    ",654.44,65444
654,"CERV INCOMPET PREG-UNSP                    ",654.5,65450
654,"CERVICAL INCOMPET-DELIV                    ",654.51,65451
654,"CERV INCOMPET-DEL W P/P                    ",654.52,65452
654,"CERV INCOMPET-ANTEPARTUM                   ",654.53,65453
654,"CERV INCOMPET-POSTPARTUM                   ",654.54,65454
654,"ABN CERVIX NEC PREG-UNSP                   ",654.6,65460
654,"ABN CERVIX NEC-DELIVERED                   ",654.61,65461
654,"ABN CERVIX NEC-DEL W P/P                   ",654.62,65462
654,"ABN CERVIX NEC-ANTEPART                    ",654.63,65463
654,"ABN CERVIX NEC-POSTPART                    ",654.64,65464
654,"ABN VAGINA IN PREG-UNSP                    ",654.7,65470
654,"ABNORM VAGINA-DELIVERED                    ",654.71,65471
654,"ABNORM VAGINA-DEL W P/P                    ",654.72,65472
654,"ABNORM VAGINA-ANTEPARTUM                   ",654.73,65473
654,"ABNORM VAGINA-POSTPARTUM                   ",654.74,65474
654,"ABN VULVA IN PREG-UNSPEC                   ",654.8,65480
654,"ABNORMAL VULVA-DELIVERED                   ",654.81,65481
654,"ABNORMAL VULVA-DEL W P/P                   ",654.82,65482
654,"ABNORMAL VULVA-ANTEPART                    ",654.83,65483
654,"ABNORMAL VULVA-POSTPART                    ",654.84,65484
654,"ABN PEL NEC IN PREG-UNSP                   ",654.9,65490
654,"ABN PELV ORG NEC-DELIVER                   ",654.91,65491
654,"ABN PELV NEC-DELIV W P/P                   ",654.92,65492
654,"ABN PELV ORG NEC-ANTEPAR                   ",654.93,65493
654,"ABN PELV ORG NEC-POSTPAR                   ",654.94,65494
655,"FETAL CNS MALFORM-UNSPEC                   ",655,65500
655,"FETAL CNS MALFORM-DELIV                    ",655.01,65501
655,"FETAL CNS MALFOR-ANTEPAR                   ",655.03,65503
655,"FETAL CHROMOS ABN-UNSPEC                   ",655.1,65510
655,"FETAL CHROMOSO ABN-DELIV                   ",655.11,65511
655,"FET CHROMO ABN-ANTEPART                    ",655.13,65513
655,"FAMIL HEREDIT DIS-UNSPEC                   ",655.2,65520
655,"FAMIL HEREDIT DIS-DELIV                    ",655.21,65521
655,"FAMIL HERED DIS-ANTEPART                   ",655.23,65523
655,"FET DAMG D/T VIRUS-UNSP                    ",655.3,65530
655,"FET DAMG D/T VIRUS-DELIV                   ",655.31,65531
655,"FET DAMG D/T VIRUS-ANTEP                   ",655.33,65533
655,"FET DAMG D/T DIS-UNSPEC                    ",655.4,65540
655,"FET DAMG D/T DIS-DELIVER                   ",655.41,65541
655,"FET DAMG D/T DIS-ANTEPAR                   ",655.43,65543
655,"FETAL DAMG D/T DRUG-UNSP                   ",655.5,65550
655,"FET DAMAG D/T DRUG-DELIV                   ",655.51,65551
655,"FET DAMG D/T DRUG-ANTEPA                   ",655.53,65553
655,"RADIAT FETAL DAMAG-UNSP                    ",655.6,65560
655,"RADIAT FETAL DAMAG-DELIV                   ",655.61,65561
655,"RADIAT FET DAMAG-ANTEPAR                   ",655.63,65563
655,"FETAL ABNORM NEC-UNSPEC                    ",655.8,65580
655,"FETAL ABNORM NEC-DELIVER                   ",655.81,65581
655,"FETAL ABNORM NEC-ANTEPAR                   ",655.83,65583
655,"FETAL ABNORM NOS-UNSPEC                    ",655.9,65590
655,"FETAL ABNORM NOS-DELIVER                   ",655.91,65591
655,"FETAL ABNORM NOS-ANTEPAR                   ",655.93,65593
656,"FETAL-MATERNAL HEM-UNSP                    ",656,65600
656,"FETAL-MATERNAL HEM-DELIV                   ",656.01,65601
656,"FETAL-MATERN HEM-ANTEPAR                   ",656.03,65603
656,"RH ISOIMMUNIZATION-UNSP                    ",656.1,65610
656,"RH ISOIMMUNIZAT-DELIVER                    ",656.11,65611
656,"RH ISOIMMUNIZAT-ANTEPART                   ",656.13,65613
656,"ABO ISOIMMUNIZATION-UNSP                   ",656.2,65620
656,"ABO ISOIMMUNIZAT-DELIVER                   ",656.21,65621
656,"ABO ISOIMMUNIZAT-ANTEPAR                   ",656.23,65623
656,"FETAL DISTRESS-UNSPEC                      ",656.3,65630
656,"FETAL DISTRESS-DELIVERED                   ",656.31,65631
656,"FETAL DISTRESS-ANTEPART                    ",656.33,65633
656,"INTRAUTERINE DEATH-UNSP                    ",656.4,65640
656,"INTRAUTER DEATH-DELIVER                    ",656.41,65641
656,"INTRAUTER DEATH-ANTEPART                   ",656.43,65643
656,"POOR FETAL GROWTH-UNSPEC                   ",656.5,65650
656,"POOR FETAL GROWTH-DELIV                    ",656.51,65651
656,"POOR FETAL GRTH-ANTEPART                   ",656.53,65653
656,"EXCESS FETAL GRTH-UNSPEC                   ",656.6,65660
656,"EXCESS FETAL GRTH-DELIV                    ",656.61,65661
656,"EXCESS FET GRTH-ANTEPART                   ",656.63,65663
656,"OTH PLACENT COND-UNSPEC                    ",656.7,65670
656,"OTH PLACENT COND-DELIVER                   ",656.71,65671
656,"OTH PLACENT COND-ANTEPAR                   ",656.73,65673
656,"FET/PLAC PROB NEC-UNSPEC                   ",656.8,65680
656,"FET/PLAC PROB NEC-DELIV                    ",656.81,65681
656,"FET/PLAC PROB NEC-ANTEPA                   ",656.83,65683
656,"FET/PLAC PROB NOS-UNSPEC                   ",656.9,65690
656,"FET/PLAC PROB NOS-DELIV                    ",656.91,65691
656,"FET/PLAC PROB NOS-ANTEPA                   ",656.93,65693
657,"POLYHYDRAMNIOS-UNSPEC                      ",657,65700
657,"POLYHYDRAMNIOS-DELIVERED                   ",657.01,65701
657,"POLYHYDRAMNIOS-ANTEPART                    ",657.03,65703
658,"OLIGOHYDRAMNIOS-UNSPEC                     ",658,65800
658,"OLIGOHYDRAMNIOS-DELIVER                    ",658.01,65801
658,"OLIGOHYDRAMNIOS-ANTEPAR                    ",658.03,65803
658,"PREM RUPT MEMBRAN-UNSPEC                   ",658.1,65810
658,"PREM RUPT MEMBRAN-DELIV                    ",658.11,65811
658,"PREM RUPT MEMB-ANTEPART                    ",658.13,65813
658,"PROLONG RUPT MEMB-UNSPEC                   ",658.2,65820
658,"PROLONG RUPT MEMB-DELIV                    ",658.21,65821
658,"PROLONG RUP MEMB-ANTEPAR                   ",658.23,65823
658,"ARTIFIC RUPT MEMBR-UNSP                    ",658.3,65830
658,"ARTIFIC RUPT MEMBR-DELIV                   ",658.31,65831
658,"ARTIF RUPT MEMB-ANTEPART                   ",658.33,65833
658,"AMNIOTIC INFECTION-UNSP                    ",658.4,65840
658,"AMNIOTIC INFECTION-DELIV                   ",658.41,65841
658,"AMNIOTIC INFECT-ANTEPART                   ",658.43,65843
658,"AMNIOTIC PROB NEC-UNSPEC                   ",658.8,65880
658,"AMNIOTIC PROB NEC-DELIV                    ",658.81,65881
658,"AMNION PROB NEC-ANTEPART                   ",658.83,65883
658,"AMNIOTIC PROB NOS-UNSPEC                   ",658.9,65890
658,"AMNIOTIC PROB NOS-DELIV                    ",658.91,65891
658,"AMNION PROB NOS-ANTEPART                   ",658.93,65893
659,"FAIL MECHAN INDUCT-UNSP                    ",659,65900
659,"FAIL MECH INDUCT-DELIVER                   ",659.01,65901
659,"FAIL MECH INDUCT-ANTEPAR                   ",659.03,65903
659,"FAIL INDUCTION NOS-UNSP                    ",659.1,65910
659,"FAIL INDUCTION NOS-DELIV                   ",659.11,65911
659,"FAIL INDUCT NOS-ANTEPART                   ",659.13,65913
659,"PYREXIA IN LABOR-UNSPEC                    ",659.2,65920
659,"PYREXIA IN LABOR-DELIVER                   ",659.21,65921
659,"PYREXIA IN LABOR-ANTEPAR                   ",659.23,65923
659,"SEPTICEMIA IN LABOR-UNSP                   ",659.3,65930
659,"SEPTICEM IN LABOR-DELIV                    ",659.31,65931
659,"SEPTICEM IN LABOR-ANTEPA                   ",659.33,65933
659,"GRAND MULTIPARITY-UNSPEC                   ",659.4,65940
659,"GRAND MULTIPARITY-DELIV                    ",659.41,65941
659,"GRAND MULTIPARITY-ANTEPA                   ",659.43,65943
659,"ELDERLY PRIMIGRAVID-UNSP                   ",659.5,65950
659,"ELDERLY PRIMIGRAVIDA-DEL                   ",659.51,65951
659,"ELDER PRIMIGRAVID-ANTEPA                   ",659.53,65953
659,"ADVANCD MATERNL AGE-UNSP                   ",659.6,65960
659,"ADVANCED MATERNL AGE-DEL                   ",659.61,65961
659,"ADVANC MATER AGE-ANTEPAR                   ",659.63,65963
659,"COMPLIC LABOR NEC-UNSP                     ",659.8,65980
659,"COMPLIC LABOR NEC-DELIV                    ",659.81,65981
659,"COMPL LABOR NEC-ANTEPART                   ",659.83,65983
659,"COMPLIC LABOR NOS-UNSP                     ",659.9,65990
659,"COMPLIC LABOR NOS-DELIV                    ",659.91,65991
659,"COMPL LABOR NOS-ANTEPART                   ",659.93,65993
660,"OBSTRUCT/FET MALPOS-UNSP                   ",660,66000
660,"OBSTRUC/FET MALPOS-DELIV                   ",660.01,66001
660,"OBSTRUC/FET MALPOS-ANTEP                   ",660.03,66003
660,"BONY PELV OBSTRUC-UNSPEC                   ",660.1,66010
660,"BONY PELV OBSTRUCT-DELIV                   ",660.11,66011
660,"BONY PELV OBSTRUC-ANTEPA                   ",660.13,66013
660,"ABN PELV TISS OBSTR-UNSP                   ",660.2,66020
660,"ABN PELV TIS OBSTR-DELIV                   ",660.21,66021
660,"ABN PELV TIS OBSTR-ANTEP                   ",660.23,66023
660,"PERSIST OCCIPITPOST-UNSP                   ",660.3,66030
660,"PERSIST OCCIPTPOST-DELIV                   ",660.31,66031
660,"PERSIST OCCIPTPOST-ANTEP                   ",660.33,66033
660,"SHOULDER DYSTOCIA-UNSPEC                   ",660.4,66040
660,"SHOULDER DYSTOCIA-DELIV                    ",660.41,66041
660,"SHOULDER DYSTOCIA-ANTEPA                   ",660.43,66043
660,"LOCKED TWINS-UNSPECIFIED                   ",660.5,66050
660,"LOCKED TWINS-DELIVERED                     ",660.51,66051
660,"LOCKED TWINS-ANTEPARTUM                    ",660.53,66053
660,"FAIL TRIAL LAB NOS-UNSP                    ",660.6,66060
660,"FAIL TRIAL LAB NOS-DELIV                   ",660.61,66061
660,"FAIL TRIAL LAB NOS-ANTEP                   ",660.63,66063
660,"FAILED FORCEP NOS-UNSPEC                   ",660.7,66070
660,"FAILED FORCEPS NOS-DELIV                   ",660.71,66071
660,"FAIL FORCEPS NOS-ANTEPAR                   ",660.73,66073
660,"OBSTRUC LABOR NEC-UNSPEC                   ",660.8,66080
660,"OBSTRUCT LABOR NEC-DELIV                   ",660.81,66081
660,"OBSTRUC LABOR NEC-ANTEPA                   ",660.83,66083
660,"OBSTRUC LABOR NOS-UNSPEC                   ",660.9,66090
660,"OBSTRUCT LABOR NOS-DELIV                   ",660.91,66091
660,"OBSTRUC LABOR NOS-ANTEPA                   ",660.93,66093
661,"PRIM UTERINE INERT-UNSP                    ",661,66100
661,"PRIM UTERINE INERT-DELIV                   ",661.01,66101
661,"PRIM UTER INERT-ANTEPART                   ",661.03,66103
661,"SEC UTERINE INERT-UNSPEC                   ",661.1,66110
661,"SEC UTERINE INERT-DELIV                    ",661.11,66111
661,"SEC UTERINE INERT-ANTEPA                   ",661.13,66113
661,"UTERINE INERTIA NEC-UNSP                   ",661.2,66120
661,"UTERINE INERT NEC-DELIV                    ",661.21,66121
661,"UTERINE INERT NEC-ANTEPA                   ",661.23,66123
661,"PRECIPITATE LABOR-UNSPEC                   ",661.3,66130
661,"PRECIPITATE LABOR-DELIV                    ",661.31,66131
661,"PRECIPITATE LABOR-ANTEPA                   ",661.33,66133
661,"UTER DYSTOCIA NOS-UNSPEC                   ",661.4,66140
